company,title,titleFamily,location,workModel,primaryCity,seniority,comp,confidence,fitNote,url
Braintrust,Customer Solutions Architect,forward-deployed,United States (Remote),remote,Remote,Senior IC (Field Engineering),,likely-live,Customer-facing deploy/operate role; designs eval pipelines with SDKs/APIs and feeds friction back to product - solutions/light-code fit.,https://jobs.ashbyhq.com/Braintrust/b2131234-080c-4c5b-85e1-56e3edafa4e3
Braintrust,Solutions Engineer,forward-deployed,"Remote, US (East region variant)",remote,Remote,Mid/Senior IC,,likely-live,"Pre-sales SE: technical presentations, docs, articulating value - not quota-carrying AE. Customer-workflow-heavy.",https://www.braintrust.dev/careers?ashby_jid=f877a92d-e7ab-4664-abf5-c60fafa789ef
LMArena (Arena Intelligence),Product Lead,product,"San Francisco, CA",onsite,San Francisco,Senior/Lead IC,,likely-live,Product ownership at LLM-eval leaderboard company; strong fit for PM + eval/rubric-design background.,https://jobs.ashbyhq.com/lmarena/414bffdc-2a22-4830-98d4-df152f9c7677
LMArena (Arena Intelligence),Product Solutions Engineer,forward-deployed,"San Francisco, CA",onsite,San Francisco,Mid/Senior IC,,likely-live,Solutions engineering bridging product and customers; customer-workflow fit.,https://jobs.ashbyhq.com/arena/33a9584b-8f94-4478-8253-605da4bcc65c
LMArena (Arena Intelligence),Strategic Customer Success Manager,delivery-program,"San Francisco, CA",onsite,San Francisco,Mid/Senior IC,,likely-live,Strategic customer-facing delivery/CS role; matches customer-solutions/delivery family.,https://jobs.ashbyhq.com/lmarena/8197c3f0-17ae-4c68-be1a-f7e0a353ceab
Comet,Product Manager - Opik,product,Europe or Israel (Remote),remote,Multiple,Mid/Senior IC,,likely-live,"Leads roadmap for Opik open-source LLM-eval platform; heavy user/community discovery - strong PM+research fit. Note: EU/Israel time zones, not US.",https://jobs.scalevp.com/companies/comet-ml-2/jobs/60864757-product-manager-opik
Freeplay,Forward Deployed AI Engineer,forward-deployed,"Boulder, CO (hybrid preferred) or Remote",hybrid,Boulder,Senior IC,,likely-live,"Customer-facing: identify challenges, drive adoption of Freeplay + best practices, own customer-facing docs - lighter-code, workflow-heavy fit. Remote OK with travel.",https://jobs.ashbyhq.com/freeplay/63007693-a8f3-4843-8104-f3626f56df1f
Patronus AI,Forward Deployed Software Engineer,forward-deployed,"San Francisco, CA",onsite,San Francisco,Mid/Senior,$162K-$225K,likely-live,"Customer-facing (demos, custom eval datasets) but builds custom web apps/scripts - coding-heavy, lower fit for non-SWE.",https://ats.rippling.com/patronus-ai-jobs/jobs/5d5e0ca1-45b6-42a1-a053-de9b2af4f986
Patronus AI,Operations Manager,delivery-program,"San Francisco, CA",onsite,San Francisco,Mid,,uncertain,"Ops-generalist role, but appears focused on internal org ops/multi-state compliance rather than customer delivery - marginal fit.",https://ats.rippling.com/patronus-ai-jobs/jobs/93474269-5255-4b2b-8966-2ee4f54f69c8
Vals AI,Head of Operations,delivery-program,"San Francisco, CA (in-person)",onsite,San Francisco,Head / founding operator (seed-stage),,uncertain,Founding ops-generalist at seed-stage eval-benchmark startup; 'Head' title but effectively founding-team IC/operator. Level borderline vs Director exclusion - flag.,https://jobs.8vc.com/companies/vals-ai-2-c4799f3b-19ad-4871-b688-c59c13ca2887/jobs/47790379-head-of-operations
Percepta,Chief of Staff,delivery-program,New York City,hybrid,New York,Senior IC / founding-team,,verified-live,Ops/delivery-facing CoS at a fast-scaling AI firm; program/ops-management and strategic-intelligence writing strengths apply.,https://jobs.ashbyhq.com/percepta/a97cd0f6-a1e7-4f6c-8d01-1f11d33a6ed1
Percepta,Embedded Researcher,product,New York City,hybrid,New York,Mid/Senior IC,,verified-live,"Client-embedded research role; fits qualitative/strategic-intelligence research + writing, light-coding.",https://jobs.ashbyhq.com/percepta/6f1b97bd-14c4-4bfd-85a1-bc501d37ddc1
Percepta,Embedded Product Manager (Europe),forward-deployed,"London, UK",hybrid,London,Mid/Senior IC,,uncertain,London-based forward-deployed PM; referenced across job boards but no direct ATS link captured.,https://www.percepta.ai/careers
Tribe AI,Forward Deployed Product Manager Lead (Senior),forward-deployed,Remote,remote,Remote,Senior/Lead IC,,likely-live,"~80% embedded with enterprise client accounts driving AI product strategy/execution, 20% internal product; bridges business + technical.",https://www.tribe.ai/job-postings/lead-product-manager-forward-deployed
Tribe AI,Delivery Lead (Project/Program),delivery-program,Remote,remote,Remote,Senior IC,,likely-live,"Owns SOW/workstream governance, timelines, budget across enterprise AI engagements; 5-10 yrs delivery/PM/consulting.",https://www.tribe.ai/job-postings/delivery-lead
BCG X,"(Associate/Senior) AI Product Manager/Owner, Salesforce",product,"Boston, MA (also Dallas, Chicago, Miami)",hybrid,Boston,Associate/Senior IC,$130K-$171K,likely-live,"Client-facing AI product ownership within BCG X; product strategy + delivery, not pure SWE.",https://careers.bcg.com/global/en/job/56768/-Associate-Senior-AI-Product-Manager-Owner-Salesforce-United-States-BCG-X
BCG X,(Senior) AI Factory Product Builder,product,"Boston, MA",hybrid,Boston,Senior IC,,likely-live,"Product-builder role shaping/scaling AI products; product family fit, verify coding weight in JD.",https://careers.bcg.com/global/en/job/57679/-Senior-AI-Factory-Product-Builder-United-States-BCG-X
BCG X,Global Product Manager – GenAI Assistant,product,"Boston, MA",hybrid,Boston,Senior IC,,likely-live,PM for internal GenAI assistant product; strategy + roadmap + stakeholder work matches profile.,https://careers.bcg.com/global/en/job/51537/Global-Product-Manager-GenAI-Assistant
McKinsey QuantumBlack,Product Manager – Applications,product,"London, UK",hybrid,London,Mid/Senior IC,,likely-live,"PM building interactive AI/digital products with cross-functional teams; requires some technical fluency, not full SWE.",https://uk.linkedin.com/jobs/view/product-manager-%E2%80%93-applications-at-quantumblack-ai-by-mckinsey-141554890
Deloitte,"Manager, Product Management (GenAI / AI Product Experience) - Zora AI",product,United States,hybrid,Multiple,Manager (senior IC),,likely-live,"Owns agent-enabled products end-to-end (PRDs, roadmaps, human-in-loop, adoption/outcomes) for Deloitte's Zora AI platform; PM not engineer.",https://apply.deloitte.com/en_US/careers/JobDetail/Mgr-Product-Management-GenAI-AI-Product-Experience/324356
Deloitte (USI),Manager - Product Manager AI/ML,product,India (Deloitte USI),hybrid,Multiple,Manager (senior IC),,uncertain,"AI/ML product management within Deloitte's product engineering org; India-based, tag location.",https://usijobs.deloitte.com/en_US/careersUSI/JobDetail/USI-EH26-Product-Engineering-Leadership-Product-Manager-AI-ML-Manager/301490
Harvey,Innovation Product Manager,forward-deployed,San Francisco / New York,onsite,San Francisco,Mid-Senior,,likely-live,"Blends PM, solutions design and forward-deployed partnership: scope pilots, workflow design, testing, onboarding, firm-wide rollout with law firms. Strong match for PM + customer discovery + domain writing.",https://www.harvey.ai/company/careers/e5272fbe-4431-4841-bf00-b9f59812b82a
Harvey,"Innovation Product Manager, EMEA",forward-deployed,London (EMEA),onsite,London,Mid-Senior,,likely-live,EMEA version of the Innovation PM / forward-deployed partner role translating legal workflows into AI deployments.,https://www.harvey.ai/company/careers/3b63c938-eee5-4850-a14d-930b66e57ef6
Harvey,Legal Engineer - Product Specialist,forward-deployed,San Francisco / New York,onsite,San Francisco,Mid-Senior,,likely-live,"Customer-workflow-heavy: uncover adoption barriers, build tailored strategies, partner with CS/AE. Light-coding solutions role; legal domain expertise valued.",https://www.harvey.ai/company/careers/af1563f9-4b03-44f4-8c17-9ef6cd81a1f7
Harvey,Staff Product Manager,product,San Francisco,onsite,San Francisco,Staff IC,,likely-live,"Senior IC product role at legal-AI leader; fits PM + eval/rubric design profile. Confirm it is IC, not management.",https://www.harvey.ai/company/careers/8d092528-2554-42e4-a68b-67307b48e6aa
Sierra,"Product Manager, Agent Builder",product,San Francisco,onsite,San Francisco,Mid-Senior,,likely-live,PM for the agent-building product surface; product + customer discovery fit.,https://jobs.ashbyhq.com/sierra/5aaa2eeb-92bc-4b0a-901e-8e091eff819e
Hebbia,Forward Deployed Engineer,forward-deployed,New York / San Francisco,onsite,Multiple,Mid-Senior,$180K-$300K,likely-live,"Embed with finance customers to build workflows and feed learnings to product. In-person 5 days. Caveat: expects hands-on building, more technical than light-coding.",https://jobs.ashbyhq.com/hebbia-ai/b35852eb-97ac-491a-b375-91fd13d0b7b3
Hebbia,Solutions Engineer,forward-deployed,New York / San Francisco,onsite,Multiple,Mid-Senior,$170K-$260K + equity,uncertain,"Structure ambiguous problems, build tailored AI workflows, validate value in real data environments. Customer-workflow-heavy, light-coding. Verify on Hebbia ATS.",https://ai-jobs.careers/jobs/solutions-engineer--7169
EvenUp,"Product Manager, Launch Experience",product,Remote (US) / SF,remote,Remote,Mid-Senior,,likely-live,Owns customer onboarding tools and launch experience — PM + customer discovery + ops fit.,https://jobs.ashbyhq.com/evenup/2652e322-2d07-4727-8c4d-9d5e3735e844
EvenUp,Product Manager - AI Orchestration & Agentic Workflows,product,Remote (US) / SF,remote,Remote,Mid-Senior,,likely-live,PM for agentic workflows in legal-AI product; eval/workflow design relevant.,https://jobs.ashbyhq.com/evenup/619241eb-7888-40e2-8ba5-ac6edc60f6bf
EvenUp,AI Product Manager,product,Remote (US) / SF,remote,Remote,Mid-Senior,,likely-live,AI PM building document/negotiation products for legal teams; domain-writing + PM fit.,https://jobs.ashbyhq.com/evenup/a1381f8e-8fc8-45ee-abd8-f92d01f66884
EvenUp,Senior Product Solutions Manager,forward-deployed,Remote (US) / SF,remote,Remote,Senior,,likely-live,Solutions-oriented product role bridging customers and product; customer discovery + solutions design fit.,https://jobs.ashbyhq.com/evenup/236e11cd-9e1a-4d7e-b505-b07596f53c9d
EvenUp,"Technical Program Manager, Enterprise",delivery-program,Remote (US) / SF,remote,Remote,Mid-Senior,,likely-live,"Drives enterprise platform delivery, complex workstreams, legacy-to-new deployment for key clients. Strong program/delivery fit.",https://jobs.ashbyhq.com/evenup/694baf04-24e8-46e7-92fd-c5915cb6373e
EvenUp,"Manager, Enterprise Platform Delivery",delivery-program,Remote (US) / SF,remote,Remote,Manager (IC-adjacent),,likely-live,Leads enterprise onboarding/implementation delivery. Note: people-manager of TPMs — near the seniority ceiling but below Director.,https://jobs.ashbyhq.com/evenup/64e7ad6d-f9be-4158-a22a-8d4a44fb6ecc
OpenEvidence,Senior PM - Consumer AI,product,Remote (HQ time zone aligned),remote,Remote,Senior,,uncertain,Consumer AI PM at leading medical-AI platform; product + research fit. Direct posting URL not captured — confirm on OpenEvidence Ashby board.,https://jobs.ashbyhq.com/openevidence
OpenEvidence,Client Success Manager,delivery-program,Not specified,unknown,Multiple,Mid-Senior,,uncertain,Manages life-sciences/healthcare clients and execution of AI-powered solutions/medical-content campaigns. Customer-solutions/delivery-leaning; verify it is not quota-carrying.,https://jobs.thrivecap.com/companies/openevidence-2/jobs/58169803-client-success-manager
Clay,Solutions Engineer,forward-deployed,New York (HQ),hybrid,New York,Mid-Senior,,likely-live,"Customer-facing solutions role building tailored Clay workflows; light-coding, workflow-heavy. Good FDE-adjacent fit.",https://jobs.ashbyhq.com/claylabs/232ab8c1-36d7-4114-91c1-0f9c9e4064bc
Clay,"Growth Strategist, Enterprise (Customer Success)",delivery-program,New York (HQ),hybrid,New York,Mid-Senior,,likely-live,Works closely with enterprise customers to deliver outcomes in Clay; customer-solutions/ops fit. Verify not pure quota-carrying.,https://jobs.ashbyhq.com/claylabs/c605042d-1bd4-4e0d-aa82-d92a2abecb59
Sema4.ai,Technical Product Manager - Enterprise AI Agents,product,Atlanta / Fully Remote,remote,Remote,Mid-Senior,,likely-live,TPM for enterprise AI agents automating document/data-heavy processes. Product + domain fit. Direct posting URL not captured; on Teamtailor board.,https://jobs.sema4.ai/jobs
Sema4.ai,Senior Product Manager - Document Intelligence,product,Atlanta / Fully Remote,remote,Remote,Senior,,likely-live,Senior PM for document-intelligence agents; product + eval/quality fit. Direct posting URL not captured; on Teamtailor board.,https://jobs.sema4.ai/jobs
Sema4.ai,AI Agent Solution Engineer,forward-deployed,Fully Remote,remote,Remote,Mid-Senior,,likely-live,Customer-facing solutions engineer designing/deploying custom AI agents; workflow-heavy bridge role between customers and engineering.,https://jobs.sema4.ai/jobs/6294555-ai-agent-solution-engineer
Sema4.ai,Forward Deployed Engineer - AI Agent Engineer,forward-deployed,Atlanta (Hybrid),hybrid,Atlanta,Mid-Senior,,likely-live,Builds/deploys custom AI agents with enterprise clients; consulting/systems-integration background valued. Caveat: some hands-on building expected.,"https://www.ziprecruiter.com/c/Sema4.ai,-Inc./Job/Forward-Deployed-Engineer-AI-Agent-Engineer/-in-Atlanta,GA?jid=86148589413a4c44"
Halluminate,Founding role - Finance Training Gyms (owns gym roadmap / delivery),product,San Francisco,onsite,San Francisco,Founding IC,,uncertain,"Owns roadmap for finance RL training gyms, defines delivery/quality (eval/rubric) criteria for data & environments shipped to customers. Strong rubric/eval-design + domain fit; finance background preferred. Apply via email; exact title unlisted.",https://www.workatastartup.com/companies/halluminate
Perplexity,Forward-Deployed Engineer - API Platform,forward-deployed,"London, NYC, Seattle, SF",hybrid,Multiple,Mid-Senior IC,,likely-live,"Customer-facing solution architect + developer advocate + technical program manager for API enterprise customers; light-build, workflow-heavy - strong FDPM fit.",https://jobs.ashbyhq.com/Perplexity/aa511ea8-96e3-42ba-b28f-5e222170bcee
Perplexity,Solutions Engineer - Comet Browser,forward-deployed,San Francisco,onsite,San Francisco,Mid-Senior IC,,likely-live,"Enterprise pre-sales/post-sales technical role: discovery calls, tailored demos, onboarding/integration - customer-workflow SE fit.",https://jobs.ashbyhq.com/Perplexity/e0bd5860-7606-45e9-b08b-d0798b5bb748
Notion,"Product Manager, AI Products",product,"San Francisco, CA",hybrid,San Francisco,Mid-Senior IC,"$170,000 - $250,000",likely-live,PM owning Notion AI product surface; core AI PM fit for product + customer-discovery background.,https://builtin.com/job/product-manager-ai-products/3917400
Notion,"Product Manager, AI Governance and Admin Experience",product,"San Francisco, CA",hybrid,San Francisco,Mid-Senior IC,,likely-live,Enterprise-team PM on AI adoption/governance/admin; blends product + org-adoption research.,https://jobs.ashbyhq.com/notion/2dd301f6-42da-40a2-a064-0f6fcfbdca77
Ramp,Product Manager | Generalist (All Levels),product,New York / San Francisco,hybrid,New York,All levels IC,,likely-live,"Generalist PM, open to all levels; customer-insight and prototyping emphasis matches product-research profile.",https://jobs.ashbyhq.com/ramp/9972df9e-4133-4e2c-9305-49c285b76506
Ramp,Product Manager | New Bets,product,New York / San Francisco,hybrid,New York,Mid-Senior IC,,likely-live,"0-to-1 new product PM; strong for discovery-heavy, ambiguity-tolerant product researcher.",https://jobs.ashbyhq.com/ramp/86f1f75d-ea6f-4959-9a68-408bf56ead45
Zapier,"Product Lead, AI Agents",product,Remote (North America),remote,Remote,Lead IC,,likely-live,"Leads AI Agents product; agent-productization + customer workflow fit, fully remote.",https://jobs.ashbyhq.com/zapier/3f2bec4c-ac50-46a1-9a5d-2b84fdc4e34a
Zapier,"Lead Product Manager, AI Capabilities",product,Remote (North America),remote,Remote,Lead IC,,likely-live,"Owns vision/execution of AI Capabilities; core AI PM, remote.",https://jobs.ashbyhq.com/zapier/f79130c5-2919-4567-9305-651ae1929b6a
Zapier,Sr. Product Manager - Chat & Knowledge,product,Remote (North America),remote,Remote,Senior IC,,likely-live,Chatbots + chat-based agent experiences PM; AI product + eval-design relevance.,https://jobs.ashbyhq.com/zapier/6c946a39-4f09-434f-8640-7776b7a49c85
Retool,"Product Manager, Apps",product,"San Francisco, United States",onsite,San Francisco,Mid-Senior IC,,likely-live,"PM for the app-building product combining code, visual programming, and AI; product-craft fit.",https://retool.com/careers/product-manager-apps--product--san-francisco-united-states
Vanta,"Staff Product Manager, AI",product,San Francisco / Remote,hybrid,San Francisco,Staff IC,,likely-live,"Staff IC AI PM driving AI into compliance product; senior IC, no people-management required.",https://jobs.ashbyhq.com/vanta/3bfe392a-898f-4fac-afb5-9f0d73964c73
Vanta,Solutions Engineer,forward-deployed,Not specified,unknown,Multiple,Mid-Senior IC,,uncertain,Customer-facing technical role influencing product strategy via renewals/adoption; SE fit but exact posting URL not isolated.,https://jobs.ashbyhq.com/vanta/
Decagon,Agent Product Manager,product,San Francisco,onsite,San Francisco,Mid IC,,likely-live,PM for conversational AI agents; agent-productization + eval/rubric design fit.,https://jobs.ashbyhq.com/decagon/c88f32ef-8fb2-4ade-a4e2-1b1e399b42c5
Decagon,"Product Manager, Research",product,San Francisco,onsite,San Francisco,Mid-Senior IC,"$232,000 - $290,000",likely-live,Product-research PM role - near-exact match to product research + eval design background.,https://jobs.ashbyhq.com/decagon/6321ea2f-4e21-4c18-8859-b4ef5489b6fe
Decagon,"Strategic Solutions Engineer, West",forward-deployed,West (US),remote,Remote,Senior IC,"$240,000 - $280,000",likely-live,Customer-facing deployment/solutions role for AI agents; workflow-heavy SE fit.,https://jobs.ashbyhq.com/decagon/78745829-74ee-41cb-836c-480ca7bf9edc
Harvey,Solutions Architect,forward-deployed,San Francisco / New York,hybrid,San Francisco,Mid-Senior IC,,likely-live,Customer-facing architect deploying legal AI into enterprise workflows; domain-writing + workflow fit.,https://jobs.ashbyhq.com/harvey/21fe2a47-33c3-486c-8d93-6f9e7daec8ba
Harvey,Senior Solutions Architect,forward-deployed,San Francisco / New York,hybrid,San Francisco,Senior IC,,likely-live,Senior deployment/solutions architect for legal AI platform; strong FDE-adjacent fit.,https://jobs.ashbyhq.com/harvey/facd57a0-6870-47f9-8c50-9f6993990269
Harvey,Founding Forward Deployed Engineer,forward-deployed,San Francisco,onsite,San Francisco,Founding IC,,likely-live,Founding FDE role - customer-facing but likely more build-heavy; verify coding expectations.,https://jobs.ashbyhq.com/harvey/24f97125-c406-4ae3-9f94-07dd1310e511
Distyl AI,Forward Deployed AI Architect,forward-deployed,Not specified,unknown,Multiple,Mid-Senior IC,,uncertain,"Designs end-to-end AI systems across enterprise stacks; deployment-strategist fit, coding depth to verify.",https://jobs.ashbyhq.com/Distyl/325786b8-76a3-43bc-841b-726cebc4aea3
Lorikeet,Forward Deployed Product Manager,forward-deployed,Not specified (Lorikeet is Sydney/US-remote friendly),unknown,Remote,Mid-Senior IC,,likely-live,"AI implementation strategist bridging customers and product; customer-discovery + deployment, light-coding — strong PM/research fit",https://jobs.ashbyhq.com/lorikeet/86236bbe-2a1a-4f2a-8f33-4d2a697dc19d
Fractional AI,Forward Deployed Product Manager (SF/NY),forward-deployed,San Francisco / New York,hybrid,San Francisco,Senior IC,,likely-live,"Turns customer problems into deployed AI solutions — PM discovery + delivery, exactly the forward-deployed PM profile",https://jobs.ashbyhq.com/fractional-ai/d93607e0-3e38-4a6f-a05e-f293d3f3bdf4
Fractional AI,Associate Forward Deployed Product Manager (SF),forward-deployed,San Francisco,hybrid,San Francisco,Mid-level,,likely-live,"Entry/associate FDPM — customer-facing product delivery, good for mid-level pivot into forward-deployed PM",https://jobs.ashbyhq.com/fractional-ai/ccd11e11-7167-4e58-833b-1a7c64652c47
Fractional AI,Forward Deployed Product Manager (NC),forward-deployed,North Carolina,hybrid,Multiple,Senior IC,,likely-live,"Same FDPM role, NC-based; customer-problem-to-deployed-solution ownership",https://jobs.ashbyhq.com/fractional-ai/f5351d10-7fef-4daf-8ca4-e62c81381300
Siena AI,"Forward Deployed Product Manager, Agents",forward-deployed,Not specified (remote-friendly),unknown,Remote,Senior IC,,likely-live,CX AI-agent company; forward-deployed PM shaping agent deployments for customers — product + workflow research fit,https://jobs.ashbyhq.com/siena/bece1b22-9932-4621-ba86-4c5352344cf2
Dealops,Forward Deployed Strategist,forward-deployed,Not specified,unknown,Multiple,Mid-Senior IC,,likely-live,"Connects user needs, data insights and product capabilities to unlock customer value — strategic-research + deployment blend",https://jobs.ashbyhq.com/dealops/9b3464bd-9cad-4e66-8534-87d2e5fc79c5
Tailor,Forward-Deployed Product Manager (FDPM),forward-deployed,US Remote,remote,Remote,Senior IC,,likely-live,"Key bridge between clients and internal product/eng — client discovery + delivery, fully remote US",https://jobs.ashbyhq.com/tailor/b69e751a-d3ea-426f-8bd7-962116162534
Northslope Technologies,Deployment Strategist,forward-deployed,Not specified,unknown,Multiple,Mid-Senior IC,,likely-live,"Solves complex business challenges via strategic data-driven solutions — strategy/ops-facing deployment, light-coding",https://jobs.ashbyhq.com/northslope-technologies/95920eaa-16bd-4b91-a18c-a5d760a93068
Auctor,Deployment Strategist,forward-deployed,Not specified,unknown,Multiple,Mid-Senior IC,,likely-live,Works with founding eng/product leaders to deploy against hard enterprise problems — founding-team delivery role,https://jobs.ashbyhq.com/auctor/048caf77-1ca5-4193-9fa7-2af9b7f1889f
Amigo,AI Deployment Strategist,forward-deployed,New York City,onsite,New York,Mid-Senior IC,,likely-live,Works directly with healthcare customers to design/scale AI agent solutions — customer discovery + domain + delivery,https://jobs.ashbyhq.com/amigo/76e320d4-ca24-4778-b503-cfc0505a5b00
EliseAI,Deployment Strategist | Housing,forward-deployed,New York (Housing vertical),unknown,New York,Mid-Senior IC,,likely-live,"Vertical (housing) AI deployment — customer workflow, domain expertise, ops delivery, minimal coding",https://jobs.ashbyhq.com/eliseai/c7e38843-3eb7-404a-bb42-283acfb63040
Axion,AI Deployment Strategist,forward-deployed,Not specified,unknown,Multiple,Mid-Senior IC,,likely-live,"Solutions team driving delivery, adoption and customer outcomes — delivery/ops-facing deployment role",https://jobs.ashbyhq.com/axion/eb36f880-7280-4d8f-92a9-f84e39cf9946
HappyRobot,Deployment Strategist,forward-deployed,Not specified (a16z/Base10-backed),unknown,Multiple,Mid-Senior IC,,likely-live,AI-workforce infra for enterprises; deployment strategist owning customer orchestration rollouts,https://jobs.ashbyhq.com/happyrobot.ai/4061af5c-c35d-4f59-851d-52854facfdb0
Context,Deployment Strategist,forward-deployed,Not specified,unknown,Multiple,Mid-Senior IC,,likely-live,"Builds/deploys knowledge-work agents into Fortune 500s — customer discovery + deployment, domain + writing heavy",https://jobs.ashbyhq.com/context/3d21cd47-c75f-4f40-abcc-d17a6094a926
OpenAI,"Deployed Product Manager, Codex",product,San Francisco,hybrid,San Francisco,Senior IC,,likely-live,Deployed PM for Codex — product ownership at customer deployment edge; strong PM + technical-product fit,https://jobs.ashbyhq.com/openai/60d1420a-8aa3-4d87-847e-e7b73d9d9a0c
OpenAI,"Lead, Technical AI Deployment Manager",delivery-program,Not specified,unknown,Multiple,Lead IC,,likely-live,"Helps enterprises move from experimentation to production — delivery/program lead, ops + technical, not people-mgmt VP",https://jobs.ashbyhq.com/openai/c7a3ae9b-277b-4ce0-97eb-77633f6b1269
Profound,"Product Manager, AI",product,Not specified,unknown,Multiple,Mid-Senior IC,,likely-live,"AI product manager role — product research + discovery, good general PM fit",https://jobs.ashbyhq.com/Profound/e43062d5-1657-4066-a3cc-2e3315693b28
Prosper AI,AI Product Manager,product,Not specified (US healthcare),unknown,Multiple,Mid-Senior IC,,likely-live,Leads deployment of agents automating US healthcare admin workflows — product + domain + delivery,https://jobs.ashbyhq.com/prosper-ai/7ad5dfff-0dd8-4e05-99ea-716cac730b30
Augment,Product Manager,product,Not specified,unknown,Multiple,Mid-Senior IC,,likely-live,PM driving AI-agent development for logistics — vertical product + workflow discovery,https://jobs.ashbyhq.com/go-augment/af1f6c48-0e5f-4198-9c5f-fad4786a7246
Paradigm,Business Operations (Generalist),delivery-program,Not specified,unknown,Multiple,Mid-Senior IC,,likely-live,"High-trust generalist embedded across enterprise deployments, GTM, ops strategy — ops/program generalist fit",https://jobs.ashbyhq.com/paradigmai/228586db-48a4-495e-93e3-5d4eeedc0b56
AfterQuery,Strategic Projects Lead,delivery-program,Not specified,unknown,Multiple,Lead IC,,likely-live,Cross-functional operational execution at applied-research data lab — program/ops + rubric/data work fit,https://jobs.ashbyhq.com/AfterQuery/77022ff0-8e15-46e2-b94f-905d31ca1e8c
Ascertain,Forward Deployed Engineer,forward-deployed,Remote,remote,Remote,Mid-Senior IC,,uncertain,"Sits at intersection of product, eng and real-world customer ops (healthcare AI agents); borderline — verify coding depth",https://jobs.ashbyhq.com/ascertain/d7dbc66f-2c0b-4ee0-9b92-305a243994bb
Fireworks AI,Forward Deployed Product Manager,forward-deployed,"San Mateo, CA",hybrid,San Mateo,Mid-Senior IC,$170K–$240K + equity,likely-live,"Customer-obsessed AI PM translating enterprise technical requirements into product; strong customer-discovery match, though leans technical.",https://job-boards.greenhouse.io/fireworksai/jobs/4008626009
Cresta,"Forward Deployed Product Manager, AI Agent (EMEA)",forward-deployed,United Kingdom (Remote),remote,Remote,Mid-Senior IC,,likely-live,"Same deployment-PM profile as the US role but EMEA-based; customer-workflow-heavy, prompt/eval work.",https://job-boards.greenhouse.io/cresta/jobs/5068157008
FERMÀT,Forward Deployed Product Manager,forward-deployed,"New York, NY or San Francisco, CA",hybrid,Multiple,Mid-Senior IC,"~$320K–$400K (per Glassdoor, unverified)",likely-live,"Partner with enterprise brands to discover, design, deliver AI-commerce solutions problem-to-production; consulting/IB background valued — fits ex-consultant PM.",https://job-boards.greenhouse.io/fermat/jobs/4179633009
Mistral AI,AI Deployment Strategist,forward-deployed,"Palo Alto, CA",hybrid,Palo Alto,Mid IC,~$120K–$150K (estimate),likely-live,"Client-facing strategic role designing AI roadmaps and supporting on-site deployment; 30-60% travel; consulting/value-eng background, light-coding.",https://jobs.lever.co/mistral/1abe543d-4e31-4510-9782-ddab360080aa
HumanSignal,Strategic Projects Lead,delivery-program,United States (Remote),remote,Remote,Senior IC,,likely-live,"Primary client contact for AI-lab researchers, owning delivery of quality human data/eval projects; strong program + eval/rubric + client-discovery match.",https://job-boards.greenhouse.io/humansignal/jobs/6007739004
xAI,Strategic Projects Lead (Human Data),delivery-program,"Palo Alto, CA",onsite,Palo Alto,Mid-Senior IC,~$140K–$196K (comparable Human Data role),likely-live,"Drive operational execution of data-generation projects, manage large-scale distributed teams and ML data pipelines; ops/delivery fit, 5-days in-office.",https://job-boards.greenhouse.io/xai/jobs/4940146007
Fireworks AI,Strategic Projects Lead,delivery-program,"San Mateo, CA",hybrid,San Mateo,Senior IC,,likely-live,Drive high-impact cross-functional initiatives; chief-of-staff/ops-flavored delivery role at an AI-infra company.,https://job-boards.greenhouse.io/fireworksai/jobs/4163665009
Sierra,"Product Manager, Agent Development – Flagship Deployment",forward-deployed,"San Francisco, CA",onsite,San Francisco,Mid-Senior IC,,likely-live,PM owning flagship customer agent deployments; blends product + hands-on deployment with strategic accounts.,https://jobs.ashbyhq.com/Sierra/758beaca-db59-4e46-9867-7a93989735a7
Decagon,Product Operations Manager,delivery-program,"San Francisco, CA",onsite,San Francisco,Mid-Senior IC (Founding),$185K–$232K + equity,likely-live,"Founding Product Ops role standing up cross-org processes and data-driven decisioning; program/ops-facing, 5-days in-office.",https://jobs.ashbyhq.com/decagon/37d06ec4-153c-4486-b371-815cd90be94f
Surge AI,Forward Deployed Researcher,product,Remote (US),remote,Remote,Mid-Senior IC,,likely-live,"Embed with frontier model teams, design and run evaluations probing model behavior; near-perfect eval/rubric + qualitative-research + customer-embed match.",https://surgehq.ai/careers/forward-deployed-researcher
Airtable,"Program Manager, AI Programs",delivery-program,United States (Remote),remote,Remote,Mid-Senior IC,,likely-live,Accelerate applied-AI adoption across the customer base; program/delivery + customer-facing ops fit.,https://job-boards.greenhouse.io/airtable/jobs/8382158002
Scale AI,"Product Manager, Gen AI",product,"San Francisco, CA / Remote",hybrid,San Francisco,Mid-Senior IC,,likely-live,PM for Gen AI data/eval products at a core AI-data company; product + eval-design match.,https://job-boards.greenhouse.io/scaleai/jobs/4675842005
Invisible Technologies,"Senior Product Manager, Marketplace",product,North/South America (Remote),remote,Remote,Senior IC,,likely-live,Own marketplace product at an agentic-AI + human-expert-ops platform; product + ops/marketplace fit.,https://boards.eu.greenhouse.io/invisibletech/jobs/4123844101
